frame,timestamp,push_latency_ms
0.000000000000000000e+00,1.305031102175303936e+09,7.808138909999797761e+02
1.000000000000000000e+00,1.305031102511219025e+09,1.052587559000130568e+03
2.000000000000000000e+00,1.305031102843290091e+09,1.353753342999880260e+03
3.000000000000000000e+00,1.305031103175451994e+09,1.820002157000089937e+03
4.000000000000000000e+00,1.305031103511332989e+09,1.688382944000295538e+03
5.000000000000000000e+00,1.305031103843250990e+09,1.714888394000354310e+03
6.000000000000000000e+00,1.305031104175424099e+09,1.635076729000047635e+03
7.000000000000000000e+00,1.305031104511328936e+09,1.916007964000073116e+03
8.000000000000000000e+00,1.305031104843257904e+09,1.837857075000101759e+03
9.000000000000000000e+00,1.305031105175158978e+09,1.566522084999633080e+03
1.000000000000000000e+01,1.305031105511332035e+09,1.672793977999845083e+03
1.100000000000000000e+01,1.305031105843271017e+09,4.658129025999642181e+03
1.200000000000000000e+01,1.305031106175534010e+09,1.292120374999740307e+03
1.300000000000000000e+01,1.305031106511128902e+09,1.174797692000083771e+03
1.400000000000000000e+01,1.305031106843415976e+09,1.549077284999839321e+03
1.500000000000000000e+01,1.305031107175399065e+09,5.053626115000042773e+03
1.600000000000000000e+01,1.305031107511352062e+09,1.224411328999849502e+03
1.700000000000000000e+01,1.305031107843332052e+09,1.372929566000038903e+03
1.800000000000000000e+01,1.305031108176058054e+09,1.578255887000068469e+03
1.900000000000000000e+01,1.305031108511378050e+09,4.341886834999968414e+03
2.000000000000000000e+01,1.305031108843264103e+09,1.211197242000253027e+03
2.100000000000000000e+01,1.305031109175463915e+09,1.169829939999999624e+03
2.200000000000000000e+01,1.305031109511272907e+09,1.481752363999930822e+03
2.300000000000000000e+01,1.305031109843296051e+09,4.485923828000068170e+03
2.400000000000000000e+01,1.305031110175641060e+09,1.571404089000225213e+03
2.500000000000000000e+01,1.305031110511429071e+09,1.484873718000017107e+03
2.600000000000000000e+01,1.305031110843218088e+09,1.723514983999848482e+03
2.700000000000000000e+01,1.305031111179326057e+09,5.154776285000025382e+03
2.800000000000000000e+01,1.305031111511264086e+09,1.168902147000153491e+03
2.900000000000000000e+01,1.305031111843298912e+09,1.177360641000177566e+03
3.000000000000000000e+01,1.305031112179389954e+09,1.741552757000135898e+03
3.100000000000000000e+01,1.305031112511503935e+09,1.338570334699988962e+04
3.200000000000000000e+01,1.305031112843286037e+09,1.073979358999622491e+03
3.300000000000000000e+01,1.305031113179342985e+09,1.466994955999780359e+03
3.400000000000000000e+01,1.305031113511523008e+09,1.645680498999809060e+03
3.500000000000000000e+01,1.305031113843295097e+09,5.143510162999973545e+03
3.600000000000000000e+01,1.305031114179337025e+09,1.232299634999890259e+03
3.700000000000000000e+01,1.305031114511265993e+09,1.178293407000182924e+03
3.800000000000000000e+01,1.305031114843208075e+09,1.522608230000059848e+03
3.900000000000000000e+01,1.305031115179440022e+09,1.125240659100018092e+04
4.000000000000000000e+01,1.305031115511253119e+09,1.185415520999868022e+03
4.100000000000000000e+01,1.305031115843224049e+09,1.235620232000201213e+03
4.200000000000000000e+01,1.305031116179572105e+09,1.496160593999775301e+03
4.300000000000000000e+01,1.305031116511204958e+09,1.228936743399981424e+04
4.400000000000000000e+01,1.305031116846088886e+09,1.200735898999937490e+03
4.500000000000000000e+01,1.305031117179264069e+09,1.173349889999826701e+03
4.600000000000000000e+01,1.305031117511324883e+09,1.516874839000138309e+03
4.700000000000000000e+01,1.305031117843291044e+09,6.986424485000043205e+03
4.800000000000000000e+01,1.305031118179322958e+09,1.229216985000221030e+03
4.900000000000000000e+01,1.305031118511255026e+09,1.314236569000058807e+03
