frame,timestamp,push_latency_ms
0.000000000000000000e+00,1.341847980722987890e+09,2.881198030004270549e+02
1.000000000000000000e+00,1.341847981054711103e+09,4.401022749998446670e+02
2.000000000000000000e+00,1.341847981390810013e+09,6.675092979999135423e+02
3.000000000000000000e+00,1.341847981726650000e+09,8.242681880001327954e+02
4.000000000000000000e+00,1.341847982062738895e+09,8.512807470001462207e+02
5.000000000000000000e+00,1.341847982398909092e+09,8.319712879997496202e+02
6.000000000000000000e+00,1.341847982730674028e+09,8.031404899998051405e+02
7.000000000000000000e+00,1.341847983066706896e+09,8.208923370002594311e+02
8.000000000000000000e+00,1.341847983402669907e+09,7.875257180003245594e+02
9.000000000000000000e+00,1.341847983738735914e+09,8.322605960001965286e+02
1.000000000000000000e+01,1.341847984074737072e+09,8.067146989997127093e+02
1.100000000000000000e+01,1.341847984406718016e+09,2.159124355999665568e+03
1.200000000000000000e+01,1.341847984743351936e+09,6.508402429999478045e+02
1.300000000000000000e+01,1.341847985078666925e+09,7.118553559998872515e+02
1.400000000000000000e+01,1.341847985414649963e+09,1.152774138000040693e+03
1.500000000000000000e+01,1.341847985746953964e+09,2.463851486000294244e+03
1.600000000000000000e+01,1.341847986082612038e+09,6.916132839996862458e+02
1.700000000000000000e+01,1.341847986425858021e+09,6.490145610000581655e+02
1.800000000000000000e+01,1.341847986762615919e+09,8.148083820001374988e+02
1.900000000000000000e+01,1.341847987091223001e+09,2.400357778000397957e+03
2.000000000000000000e+01,1.341847987422820091e+09,7.034336599999733153e+02
2.100000000000000000e+01,1.341847987758740902e+09,6.902189849997739657e+02
2.200000000000000000e+01,1.341847988098165035e+09,8.556713709999712592e+02
2.300000000000000000e+01,1.341847988433995962e+09,2.588116689000344195e+03
2.400000000000000000e+01,1.341847988769740105e+09,7.719926499999019143e+02
2.500000000000000000e+01,1.341847989134675980e+09,6.451773610001509951e+02
2.600000000000000000e+01,1.341847989470711946e+09,9.993430660001649812e+02
2.700000000000000000e+01,1.341847989802890062e+09,2.731948823000038828e+03
2.800000000000000000e+01,1.341847990139194012e+09,6.806033090001619712e+02
2.900000000000000000e+01,1.341847990474643946e+09,6.269034659999306314e+02
3.000000000000000000e+01,1.341847990810770988e+09,8.988864660000217555e+02
3.100000000000000000e+01,1.341847991142784119e+09,6.402176151999810827e+03
3.200000000000000000e+01,1.341847991478823900e+09,6.354623399997763045e+02
3.300000000000000000e+01,1.341847991814748049e+09,7.323831909998261835e+02
3.400000000000000000e+01,1.341847992150789022e+09,7.946452119999776187e+02
3.500000000000000000e+01,1.341847992486712933e+09,2.523926253000354336e+03
3.600000000000000000e+01,1.341847992818722963e+09,6.792754129996865231e+02
3.700000000000000000e+01,1.341847993154687881e+09,6.112732970000251953e+02
3.800000000000000000e+01,1.341847993490679979e+09,8.467116089996125083e+02
3.900000000000000000e+01,1.341847993826735020e+09,3.025017112000114139e+03
4.000000000000000000e+01,1.341847994169704914e+09,6.876378169999952661e+02
4.100000000000000000e+01,1.341847994501735926e+09,5.996382429998448060e+02
4.200000000000000000e+01,1.341847994866827965e+09,8.188147239998215809e+02
4.300000000000000000e+01,1.341847995198786974e+09,6.528220157000305335e+03
4.400000000000000000e+01,1.341847995534751892e+09,6.512186720001409412e+02
4.500000000000000000e+01,1.341847995870640993e+09,6.450895200000559271e+02
4.600000000000000000e+01,1.341847996206643105e+09,9.022340410001561395e+02
4.700000000000000000e+01,1.341847996538770914e+09,3.489952807000008761e+03
4.800000000000000000e+01,1.341847996874766111e+09,6.325746710003841144e+02
4.900000000000000000e+01,1.341847997210887909e+09,6.679270770000584889e+02
5.000000000000000000e+01,1.341847997546598911e+09,8.874558980000983865e+02
5.100000000000000000e+01,1.341847997882641077e+09,2.858677495999927487e+03
5.200000000000000000e+01,1.341847998253760099e+09,7.131437699999878532e+02
5.300000000000000000e+01,1.341847998586740017e+09,7.467361979997804156e+02
5.400000000000000000e+01,1.341847998918665886e+09,8.000758819998736726e+02
5.500000000000000000e+01,1.341847999254873037e+09,7.498148928999853524e+03
5.600000000000000000e+01,1.341847999590686083e+09,6.135614340000756783e+02
5.700000000000000000e+01,1.341847999927117109e+09,6.453733629996349919e+02
5.800000000000000000e+01,1.341848000266974926e+09,7.868681059999289573e+02
5.900000000000000000e+01,1.341848000594837904e+09,3.293817802000376105e+03
6.000000000000000000e+01,1.341848000930721998e+09,6.362095380000027944e+02
6.100000000000000000e+01,1.341848001299149990e+09,6.546773320001193497e+02
6.200000000000000000e+01,1.341848001634656906e+09,8.021048549999250099e+02
6.300000000000000000e+01,1.341848001970707893e+09,3.540222224999979517e+03
6.400000000000000000e+01,1.341848002306708097e+09,6.259229950001099496e+02
6.500000000000000000e+01,1.341848002639358997e+09,6.637523650001639908e+02
6.600000000000000000e+01,1.341848002974596977e+09,8.396097540003211179e+02
6.700000000000000000e+01,1.341848003310739040e+09,8.127200549999997747e+03
6.800000000000000000e+01,1.341848003649971962e+09,6.168584609999925306e+02
6.900000000000000000e+01,1.341848003985789061e+09,6.124733709998508857e+02
7.000000000000000000e+01,1.341848004321820021e+09,8.502271190000101342e+02
7.100000000000000000e+01,1.341848004657881975e+09,3.486070371000096202e+03
7.200000000000000000e+01,1.341848004993849039e+09,7.407527670002309605e+02
7.300000000000000000e+01,1.341848005325870037e+09,6.240405959997588070e+02
7.400000000000000000e+01,1.341848005661802053e+09,8.714992420000271522e+02
7.500000000000000000e+01,1.341848005997803926e+09,4.069266177999907086e+03
7.600000000000000000e+01,1.341848006333717108e+09,6.325744819996543811e+02
7.700000000000000000e+01,1.341848006670119047e+09,6.342983200001981459e+02
7.800000000000000000e+01,1.341848007005801916e+09,8.664839610000854009e+02
7.900000000000000000e+01,1.341848007331423044e+09,8.302103811000051792e+03
8.000000000000000000e+01,1.341848007666675091e+09,6.243269750002582441e+02
8.100000000000000000e+01,1.341848008002708912e+09,6.998619329997382010e+02
8.200000000000000000e+01,1.341848008338768959e+09,9.343253340002775076e+02
8.300000000000000000e+01,1.341848008674638987e+09,4.694646550000015850e+03
8.400000000000000000e+01,1.341848009006824970e+09,7.798794989998896199e+02
8.500000000000000000e+01,1.341848009342881918e+09,7.095700519998899836e+02
8.600000000000000000e+01,1.341848009678666115e+09,9.262381240000649996e+02
8.700000000000000000e+01,1.341848010014818907e+09,4.757632666000063182e+03
8.800000000000000000e+01,1.341848010351053953e+09,6.521269710001433850e+02
8.900000000000000000e+01,1.341848010682632923e+09,6.842148159998941992e+02
9.000000000000000000e+01,1.341848011018703938e+09,8.402060059997893404e+02
9.100000000000000000e+01,1.341848011354749918e+09,9.034479111000109697e+03
9.200000000000000000e+01,1.341848011690778017e+09,6.159341920001679682e+02
9.300000000000000000e+01,1.341848012022737026e+09,6.385953849999168597e+02
9.400000000000000000e+01,1.341848012358782053e+09,8.304032319997531886e+02
9.500000000000000000e+01,1.341848012695338964e+09,4.459073494999756804e+03
9.600000000000000000e+01,1.341848013030944109e+09,6.604313950001596822e+02
9.700000000000000000e+01,1.341848013366704941e+09,6.713355640004010638e+02
9.800000000000000000e+01,1.341848013698821068e+09,8.270209290003549540e+02
9.900000000000000000e+01,1.341848014034941912e+09,4.883749746999910712e+03
1.000000000000000000e+02,1.341848014370553017e+09,6.687042769999607117e+02
1.010000000000000000e+02,1.341848014706764936e+09,6.277610349998212769e+02
1.020000000000000000e+02,1.341848015042593002e+09,8.661974639999243664e+02
1.030000000000000000e+02,1.341848015374732971e+09,1.124471416799997314e+04
1.040000000000000000e+02,1.341848015718056917e+09,6.198799600001621002e+02
1.050000000000000000e+02,1.341848016053936005e+09,5.959114560000671190e+02
1.060000000000000000e+02,1.341848016389789104e+09,8.293927409999923839e+02
1.070000000000000000e+02,1.341848016757848024e+09,5.915223358999810443e+03
1.080000000000000000e+02,1.341848017086844921e+09,6.429942050003774057e+02
1.090000000000000000e+02,1.341848017418823957e+09,6.626948150001226168e+02
1.100000000000000000e+02,1.341848017754780054e+09,8.045585049999317562e+02
1.110000000000000000e+02,1.341848018090893984e+09,5.737336376999792265e+03
1.120000000000000000e+02,1.341848018433769941e+09,6.152739570002268010e+02
1.130000000000000000e+02,1.341848018769715071e+09,6.942586649997792847e+02
1.140000000000000000e+02,1.341848019130791903e+09,8.171428880000348727e+02
1.150000000000000000e+02,1.341848019467020988e+09,1.091356400799986659e+04
1.160000000000000000e+02,1.341848019798718929e+09,6.276749869998639042e+02
1.170000000000000000e+02,1.341848020134757996e+09,6.833235270000841410e+02
1.180000000000000000e+02,1.341848020471199989e+09,8.746313799997551541e+02
1.190000000000000000e+02,1.341848020807215929e+09,8.378840563999801816e+03
1.200000000000000000e+02,1.341848021142795086e+09,6.489353649999429763e+02
1.210000000000000000e+02,1.341848021487905979e+09,6.308921960003317508e+02
1.220000000000000000e+02,1.341848021844563007e+09,8.408583309997084143e+02
1.230000000000000000e+02,1.341848022178987980e+09,6.280238892999932432e+03
1.240000000000000000e+02,1.341848022521729946e+09,6.562680659999386990e+02
